community_id,community_size,dominant_experience_reference,reference_share_junior,reference_share_mid,reference_share_senior,top_title_keywords,rep_job_id_1,rep_text_1,rep_similarity_1,rep_job_id_2,rep_text_2,rep_similarity_2,rep_job_id_3,rep_text_3,rep_similarity_3,rep_job_id_4,rep_text_4,rep_similarity_4,rep_job_id_5,rep_text_5,rep_similarity_5,avg_min_years_extracted,avg_max_years_extracted,avg_has_years_mention,avg_junior_term_count,avg_mid_term_count,avg_senior_term_count,avg_has_leadership_terms,avg_has_ownership_terms,avg_has_strategy_terms,avg_has_support_terms,avg_requires_bachelor,avg_requires_master,avg_requires_phd,avg_requires_certification,avg_mentions_fast_paced,avg_mentions_deadlines,avg_mentions_independent_work,avg_mentions_client_management,avg_entry_barrier_score,avg_semantic_text_word_count
1132,16,mid,0.438,0.562,0.0,"health, social, nurse, care, services, worker, lvl, head, clerical, iii, provisional, investigator",3903809950,clerical associate - l iii provisional [SEP] about nyc health + hospitals nyc health + hospitals/bellevue is america s oldest public hospital established in 1736. affiliated with the nyu school of medicine the 844-bed hospital is a major referral center for highly complex cases with its 6 000 employees including highly skilled interdisciplinary clinical staff. it sees more than 110 000 emergency room visits and 500 000 outpatient visits annually. bellevue is an academic medical institution of international renown. we have served as an incubator for major innovations in public health medical science and medical education. bellevue is a level i trauma center delivering around-the-clock care in adult pediatric psychiatric and pediatric psychiatric emergencies as well as in the nationally-desi,0.933,3903813171,social worker - lvl ii [SEP] about nyc health + hospitals nyc health + hospitals/bellevue is america s oldest public hospital established in 1736. affiliated with the nyu school of medicine the 844-bed hospital is a major referral center for highly complex cases with its 6 000 employees including highly skilled interdisciplinary clinical staff. it sees more than 110 000 emergency room visits and 500 000 outpatient visits annually. bellevue is an academic medical institution of international renown. we have served as an incubator for major innovations in public health medical science and medical education. bellevue is a level i trauma center delivering around-the-clock care in adult pediatric psychiatric and pediatric psychiatric emergencies as well as in the nationally-designated categorie,0.9306,3903814390,head nurse - medicine/surgery [SEP] about nyc health + hospitals nyc health + hospitals/bellevue is america s oldest public hospital established in 1736. affiliated with the nyu school of medicine the 844-bed hospital is a major referral center for highly complex cases with its 6 000 employees including highly skilled interdisciplinary clinical staff. it sees more than 110 000 emergency room visits and 500 000 outpatient visits annually. bellevue is an academic medical institution of international renown. we have served as an incubator for major innovations in public health medical science and medical education. bellevue is a level i trauma center delivering around-the-clock care in adult pediatric psychiatric and pediatric psychiatric emergencies as well as in the nationally-designated ca,0.9275,3904595242,social worker lvl ii [SEP] about nyc health + hospitals nyc health + hospitals/bellevue is america s oldest public hospital established in 1736. affiliated with the nyu school of medicine the 844-bed hospital is a major referral center for highly complex cases with its 6 000 employees including highly skilled interdisciplinary clinical staff. it sees more than 110 000 emergency room visits and 500 000 outpatient visits annually. bellevue is an academic medical institution of international renown. we have served as an incubator for major innovations in public health medical science and medical education. bellevue is a level i trauma center delivering around-the-clock care in adult pediatric psychiatric and pediatric psychiatric emergencies as well as in the nationally-designated categories ,0.9261,3903810757,laboratory assistant [SEP] about nyc health + hospitals nyc health + hospitals/bellevue is america s oldest public hospital established in 1736. affiliated with the nyu school of medicine the 844-bed hospital is a major referral center for highly complex cases with its 6 000 employees including highly skilled interdisciplinary clinical staff. it sees more than 110 000 emergency room visits and 500 000 outpatient visits annually. bellevue is an academic medical institution of international renown. we have served as an incubator for major innovations in public health medical science and medical education. bellevue is a level i trauma center delivering around-the-clock care in adult pediatric psychiatric and pediatric psychiatric emergencies as well as in the nationally-designated categories ,0.9257,1.25,1.25,0.25,1.75,1.125,0.25,0.188,0.375,0.25,0.75,0.0,0.062,0.0,0.562,0.0,0.125,0.0,0.375,1.688,680.938
1117,16,mid,0.062,0.875,0.062,"attorney, counsel, partner, commercial, contracts, estate, legal, corporate, litigation, real, customers, senior",3905333482,legal counsel - customers commercial [SEP] legal counsel - customers commercial role summary we are currently seeking a lawyer with a proven record of customer service and a practical problem-solving approach to providing commercial legal services in a technology-enabled data-driven corporate legal department. the successful candidate needs to be a hands-on commercial lawyer with exceptional communication skills capable of providing sound legal and business advice and counsel to sales professionals product management and other internal customers. the successful candidate will be responsible for identifying and analyzing legal issues drafting and negotiating documents presenting commercially viable recommendations and assuring legal compliance. when dealing with internal or external custome,0.8337,3898157612,commercial contracts counsel [SEP] we are currently seeking an attorney looking to grow a rewarding in-house legal career to work with a prominent restaurant operator with a nationwide presence in their orlando fl offices. this role will involve supporting a wide range of transactional matters with a strong emphasis on drafting and negotiating complex commercial contracts. ideal candidates will have 4+ years of transactional legal experience and must be willing to work on-site in orlando florida. this opportunity enables you to leverage your experience and expertise to counsel and collaborate with some of the most innovative and dynamic minds in the industry while developing a diverse set of skills. responsibilities support a busy and collegial legal department with a wide range of commerc,0.8183,3901342644,senior attorney oil gas - 100 remote [SEP] innovative driven is currently seeking entrepreneurial forward-thinking senior attorney oil gas to join the team at an inventive growing virtual law firm that is poised for growth this is the perfect opportunity for attorneys who are looking for a new innovative way to practice in a supportive and advanced virtual community a book of business is required for this role this is a 100 remote position the ideal candidates for this firm will be experienced barred attorneys in any practice area who ideally have a portable book of business.attorneys who have at least 5 years of experience in their specialty practice arealooking for a new way to practice law in a virtual firm who will support the administrative and business needs of your business.attorney,0.814,3898155802,partner [SEP] this is a high end corporate law firm where all attorneys on staff have come from big law. this firm commonly practices against big law and also as co-counsel with big law on cases. this firm is keen to grow current practice areas and adding new practice areas. they want to hire people who want to grow and develop they would like to see 500k in portable business or more but 500k in business is not required. the attorney must have a book of business a history of getting new clients and be a business-generator. the should have either a large book of business or a smaller book of business but a large network what sets the firm apart / great things about working here 1. people are well compensated and tend to stay here low turnover2. hands on managing partner has an open door pol,0.8079,3891028558,corporate counsel - global generative ai company [SEP] we have partnered with a rapidly growing series b artificial intelligence company that is revolutionizing the legal industry. utilizing cutting-edge machine learning and contract software this company s mission is to simplify legal contracts and make law accessible to everyone. the company is turning a positive cash flow and has generated 20x revenue growth in the last 12 months. they are now building out their nyc office and are looking for motivated forward thinking people to join their team. this role is within the legal and product team and will involve working directly with investment teams at at some of the world s largest private equity and debt funds financial institutions and corporates . responsibilities draft and review vari,0.8019,5.125,5.875,0.5,2.0,0.688,1.188,0.188,0.375,0.375,0.625,0.0,0.0,0.062,0.188,0.0,0.0,0.188,0.938,2.125,392.938
1118,16,junior,0.562,0.375,0.062,"teacher, early, preschool, director, childhood, assistant, special, elementary, start, education, instructor, intervention",3888997986,assistant director [SEP] the assistant director is responsible for assisting the center director in the overall operation of a childcare facility in accordance with state and local laws licensing requirements and company policy to provide an outstanding experience for the staff children and their parents. the assistant director is responsible for providing tours and maintaining enrollments. communication is essential in this role to build and foster parent relationships and collaborate with center staff on day-to-day operations. benefits learning traininggrowth opportunitiespaid time offflexible schedulehealth benefitsdental insurancevision insurance qualifications preferred degree or certification in early childhood educationmust meet dcfs qualifications 21 credit hours in early childhood,0.8262,3901982800,early childhood program manager [SEP] posting date 04/18/24 application deadline 04/23/24 pay range full range 78 500 - 127 000 annually salary offers are based on the candidate s equivalent experience and internal equity with other employees within the same job classification. this position is not eligible for overtime compensation. job type unclassified department human services about the position the early childhood program manager is responsible for implementing and managing the program s high-quality early education component. this position oversees educational staff ensures assessments and curriculum meet children s developmental needs and ensures education services align with division goals to improve the school readiness of enrolled children and build supportive relationships with ,0.8015,3905394150,preschool teacher [SEP] benefits 401 k competitive salaryemployee discountsfree uniformsopportunity for advancementpaid time offtraining development compensation 18.5 - 23 per hour based on experience and completion of 6 ece credits or certifications we are seeking a passionate and dedicated preschool teacher to join our team. both part-time and full-time candidates are welcome to apply. at the learning experience you can have the opportunity to create a positive and engaging learning environment for preschool children where happy happens here is not just a motto but a way of life. we are looking for a preschool teacher committed to helping children learn play grow and thrive and providing the tools they need to succeed academically and emotionally. if you are a caring and creative individ,0.7962,3903813069,special instructor- early intervention [SEP] seeds coordinates preschool early intervention services performs multi-disciplinary evaluations and contracts with provider agencies for ongoing preschool early intervention services. children are served in the least restrictive environment possible to meet their educational and developmental needs. locations can include the child s home a head start center a community day care or nursery school or a center-based preschool early intervention program. services include special instruction occupational therapy speech therapy physical therapy and nursing or any combination of these. position summary provide direct specialized instruction to preschool children with special needs in community and home based settings. duties and responsibilities provid,0.7892,3904724255,early head start toddler teacher - riverside early learning center [SEP] job type full-time description head start is a federally-funded national child and family development program which provides comprehensive services for pregnant women children from birth to age five and their families. services for children promote school readiness and include early education health nutrition mental health and services for children with special needs. services for parents promote family engagement and include parent leadership and social service supports. as an early head start toddler teacher you will work in an outcomes-oriented team environment and assist the classroom team in planning and implementing a developmentally appropriate environment and experiences for infants and toddlers. motivated hea,0.7808,2.25,2.5,0.25,2.188,1.875,1.312,0.5,0.438,0.312,0.625,0.312,0.062,0.0,0.812,0.0,0.062,0.312,0.375,2.875,470.938
1119,16,junior,0.875,0.125,0.0,"technician, engineer, operator, maintenance, process, extruder, development, senior, iii, electronic, general, assembler",3904934561,engineer process i [SEP] a leader in technology and innovation southwire company llc is one of north america s largest wire and cable producers. southwire and its subsidiaries manufacture building wire and cable utility products metal-clad cable portable and electronic cord products oem wire products and engineered products. in addition southwire supplies assembled products contractor equipment electrical components hand tools and jobsite power and lighting solutions. the company also offers digital solutions including contractor planning and utility grid resiliency as well as field services including cable testing rejuvenation and replacement to support our customers as a value-add partner. we are proud to offer competitive compensation employee benefits tuition reimbursement and unlimite,0.9275,3905372194,technician maintenance ii [SEP] a leader in technology and innovation southwire company llc is one of north america s largest wire and cable producers. southwire and its subsidiaries manufacture building wire and cable utility products metal-clad cable portable and electronic cord products oem wire products and engineered products. in addition southwire supplies assembled products contractor equipment electrical components hand tools and jobsite power and lighting solutions. the company also offers digital solutions including contractor planning and utility grid resiliency as well as field services including cable testing rejuvenation and replacement to support our customers as a value-add partner. we are proud to offer competitive compensation employee benefits tuition reimbursement and u,0.9009,3904426748,technician electronic [SEP] a leader in technology and innovation southwire company llc is one of north america s largest wire and cable producers. southwire and its subsidiaries manufacture building wire and cable utility products metal-clad cable portable and electronic cord products oem wire products and engineered products. in addition southwire supplies assembled products contractor equipment electrical components hand tools and jobsite power and lighting solutions. the company also offers digital solutions including contractor planning and utility grid resiliency as well as field services including cable testing rejuvenation and replacement to support our customers as a value-add partner. we are proud to offer competitive compensation employee benefits tuition reimbursement and unlim,0.9005,3904932581,extruder operator ii [SEP] a leader in technology and innovation southwire company llc is one of north america s largest wire and cable producers. southwire and its subsidiaries manufacture building wire and cable utility products metal-clad cable portable and electronic cord products oem wire products and engineered products. in addition southwire supplies assembled products contractor equipment electrical components hand tools and jobsite power and lighting solutions. the company also offers digital solutions including contractor planning and utility grid resiliency as well as field services including cable testing rejuvenation and replacement to support our customers as a value-add partner. we are proud to offer competitive compensation employee benefits tuition reimbursement and unlimi,0.8944,3905868244,engineer process i [SEP] a leader in technology and innovation southwire company llc is one of north america s largest wire and cable producers. southwire and its subsidiaries manufacture building wire and cable utility products metal-clad cable portable and electronic cord products oem wire products and engineered products. in addition southwire supplies assembled products contractor equipment electrical components hand tools and jobsite power and lighting solutions. the company also offers digital solutions including contractor planning and utility grid resiliency as well as field services including cable testing rejuvenation and replacement to support our customers as a value-add partner. we are proud to offer competitive compensation employee benefits tuition reimbursement and unlimite,0.8768,6.0,6.0,0.125,2.875,2.25,1.812,0.375,0.438,0.938,1.0,0.312,0.25,0.0,0.25,0.0,0.062,0.25,1.0,4.0,608.312
1120,16,mid,0.312,0.688,0.0,"engineer, sales, application, manager, automotive, manufacturing, product, inside, project, intern, mechanical, 5446",3888803760,inside sales mechanical engineer 5446 [SEP] do you love learning and explaining how things work are you looking for an opportunity to make a big impact if so we are looking for you to join our team as an inside sales mechanical engineer our storyour core focus is to provide our customers with an exceptional experience across all departments of our company. to give them a high quality technically exact on-time precision product backed by a highly personalized customer journey. our divisions include fluid power advanced manufacturing and finished metal alloy supply. our products include hydraulic components stainless instrumentation industrial pvf machined components and finished metals. over the last 11 years since our founding we have built a powerful brand across the b2b-industrial market,0.7872,3905863350,sales application engineer [SEP] our client a leading manufacturer of carbide cutting tools for the metalworking industry is seeking a sales applications engineer to join their team. the ideal candidate will have a strong background in metalworking and sales with a passion for providing cutting-edge solutions to customers. responsibilities develop and maintain strong relationships with metalworking customers understanding their needs and providing technical solutions using the company s carbide cutting tools.provide technical support to metalworking customers including tool selection application guidance and troubleshooting.collaborate with the sales team to identify new opportunities and drive revenue growth in the metalworking sector.conduct product demonstrations and training sessions f,0.7855,3905254174,product manager [SEP] nesco resource has an exciting product manager opportunity with an established global leader in metal flow engineering and technology. the ideal candidate will have extensive experience within the manufacturing industry. essential duties and responsibilities build customer relationships and help to educate them about products and implementationproduct management for flow control business unit and continuous casting fluxes teammanage full sales cycle - cold calling perspective clients to supplying final productnew products introductionsupport sales for new contractsbuild relationships with both internal and external customerscollaborate with research and development center sales production quality control marketing and technology teamsability to travel position require,0.7831,3901609738,manufacturing engineer [SEP] currently staffbright has a great manufacturing engineer opportunity in the wixom mi area. we are seeking individuals with a bachelor s degree and 3+ years of experience in an automotive manufacturing engineer role. what you will be doingprogramming and regular maintenance repairs system updates to production-related control units and work benches.ensuring process stability and performance of the equipment and systems to minimize downtime.identify and implement optimizations. what we need from youto be considered for this role candidates must have the following experience and skills bachelor s degree or equivalent experienceexperience in an automated automotive lean manufacturing environmenttechnical understanding of machine parts and drawingsbasic knowledge of,0.7765,3906099069,sourcing specialist for engineering - corporate ta team [SEP] engineering sourcing specialist corporate setting focus of role corporate sourcing for fte roles with a focus on engineering related to the automotive industry. job type contract to hirestart date as soon as onboarding 5/5/24 initial contract worksite must be able to work 3 days/week onsite in bloomfield hills mi t w th position type full time we are looking for a skilled engineering sourcing specialist to work with the talent acquisition team and understand the recruitment needs of the company. you will be responsible for working with a sr. recruiter with a focus on sourcing for a variety of roles. your job will be to develop a sourcing strategy and help to hire top talent that will support company growth.we are looking for a d,0.7685,2.25,3.25,0.25,1.875,1.188,0.75,0.188,0.25,0.375,0.688,0.438,0.188,0.0,0.125,0.062,0.0,0.062,0.875,1.875,336.5
1121,16,mid,0.062,0.562,0.375,"real, estate, director, land, acquisition, manager, commercial, attorney, management, senior, corporate, specialist",3888942748,market land acquisition manager [SEP] job description since 2012 we ve grown to become one of the leading single-family rental companies and homebuilders in the country recently recognized as a top employer by fortune and great place to work . at amh our goal is to simplify the experience of leasing a home through professional management and maintenance support so our residents can focus on what really matters to them wherever they are in life. the market land acquisition manager is responsible for finding acquiring and prioritizing lot and land acquisitions to meet company objectives. works directly with company senior leaders to cost analyze all lot and land acquisitions to meet the company s stated goals. identifies acquisition opportunities through contacts with brokers builders banker,0.838,3902780719,commercial real estate attorney temp [SEP] innovative driven is currently seeking a ny-barred experienced commercial real estate attorney to assist the team at one of our nyc law firm clients the real estate department at the firm is very busy and they are looking for a candidate who can hit the ground running this will be an hourly role and overtime evenings and possible weekend work is expected. this is expected to be a 3 6-month assignment. the role is mostly remote but the ideal candidate will be open to working onsite at the firm a couple of days a week. duties review underlying title exception documents title insurance commitments surveys and property descriptions including negotiation of survey certifications .negotiate title insurance coverage on complex commercial transactions tit,0.8228,3900072066,director of land acquisition [SEP] morrow associates is hiring a director of land acquisition multifamily on behalf of our client a leading national multifamily developer and operator ranked top workplace by nmhc national multifamily housing council . as the director of land acquisition your primary responsibility is to source new multifamily land opportunities and secure approvals for new multifamily developments in your assigned markets. this includes market research market strategy site evaluation financial analysis developing maintaining relationships with landowners and meeting annual pipeline and groundbreaking goals. you will report to the vice president of acquisitions leader. key responsibilities evaluate sites based on company site selection criteria and complete financial analys,0.8195,3900065879,director of land acquisition [SEP] morrow associates is hiring a director of land acquisition multifamily on behalf of our client a leading national multifamily developer and operator ranked top workplace by nmhc national multifamily housing council . as the director of land acquisition your primary responsibility is to source new multifamily land opportunities and secure approvals for new multifamily developments in your assigned markets. this includes market research market strategy site evaluation financial analysis developing maintaining relationships with landowners and meeting annual pipeline and groundbreaking goals. you will report to the vice president of acquisitions leader. key responsibilities evaluate sites based on company site selection criteria and complete financial analys,0.8195,3902782576,commercial real estate attorney temp/ny bar [SEP] innovative driven is currently seeking a ny-barred experienced commercial real estate attorney to assist the team at one of our nyc law firm clients the real estate department at the firm is very busy and they are looking for a candidate who can hit the ground running this will be an hourly role and overtime evenings and possible weekend work is expected. this is expected to be a 3 6-month assignment. the role can be remote but candidates must be ny-barred. duties review underlying title exception documents title insurance commitments surveys and property descriptions including negotiation of survey certifications .negotiate title insurance coverage on complex commercial transactions title endorsements and affirmative coverage.act as the ma,0.7975,4.333,4.833,0.375,1.5,1.688,1.75,0.25,0.312,0.562,0.688,0.375,0.188,0.0,0.125,0.0,0.188,0.188,0.75,2.625,410.562
1122,16,junior,0.875,0.125,0.0,"golf, retail, club, sales, seasonal, fitter, equipment, tech, representative, warehouse, shipping, receiving",3884442415,retail golf club tech [SEP] at dick s sporting goods we believe in how positively sports can change lives. on our team everyone plays a critical role in creating confidence and excitement by personally equipping all athletes to achieve their dreams. we are committed to creating an inclusive and diverse workforce reflecting the communities we serve. if you are ready to make a difference as part of the world s greatest sports team apply to join our team today overview overview our store teammates are passionate about creating an exceptional shopping experience for our customers through their eagerness to help high brand and execution standards ability to prioritize and efficient execution of operational processes. performs golf club repairs including but not limited to re-gripping re-shaftin,0.9234,3886443615,golf equipment associate [SEP] if golf is your passion you ll love growing the game at golf galaxy. we are home to the trusted advisors whom every golfer relies on to better their best. what separates us from any other retail golf experience is our teammates and innovative technology focused on finding the best fit for golfers of all ages and abilities. we are committed to creating an inclusive and diverse workforce reflecting the communities we serve. on our team everyone plays a critical role providing genuine helpful and friendly service to equip golfers of all levels to better their game. if you are ready to make a difference and take the next step in your career apply to join our team today overview overview our store teammates are passionate about creating an exceptions shopping expe,0.919,3902324249,golf sales associate [SEP] if golf is your passion you ll love growing the game at golf galaxy. we are home to the trusted advisors whom every golfer relies on to better their best. what separates us from any other retail golf experience is our teammates and innovative technology focused on finding the best fit for golfers of all ages and abilities. we are committed to creating an inclusive and diverse workforce reflecting the communities we serve. on our team everyone plays a critical role providing genuine helpful and friendly service to equip golfers of all levels to better their game. if you are ready to make a difference and take the next step in your career apply to join our team today overview overview our store teammates are passionate about creating an exceptions shopping experien,0.9129,3898173587,retail golf equipment sales associate [SEP] if golf is your passion you ll love growing the game at golf galaxy. we are home to the trusted advisors whom every golfer relies on to better their best. what separates us from any other retail golf experience is our teammates and innovative technology focused on finding the best fit for golfers of all ages and abilities. we are committed to creating an inclusive and diverse workforce reflecting the communities we serve. on our team everyone plays a critical role providing genuine helpful and friendly service to equip golfers of all levels to better their game. if you are ready to make a difference and take the next step in your career apply to join our team today role responsibilities what you ll do in this role services establishes and maintai,0.9042,3901696064,seasonal golf club fitter / retail sales associate [SEP] golf s happy place starting at 15 an hour. at pga tour superstore we re always looking for enthusiastic self-motivated flexible individuals who will share a passion for helping transform our business. as one of the fastest growing specialty retailers we are dedicated to hiring selfless team players from different backgrounds to influence the growth of our organization. part of the arthur m. blank family of businesses pga tour superstore continuously strives to create a family culture for our associates driven by our vision to inspire people through golf and tennis. because living our core values is at the forefront of what we do we put people first by investing in our associates that take care of our customers day 1 eligibility medic,0.9037,2.0,2.5,0.25,2.0,0.5,0.562,0.062,0.188,0.312,0.812,0.125,0.062,0.0,0.062,0.0,0.0,0.062,0.938,1.25,455.938
1123,16,mid,0.25,0.688,0.062,"emergency, medicine, hospital, physician, medical, practice, advanced, provider, assistant, service, administrator, ascension",3905380181,advanced provider - emergency medicine - clovis community medical center [SEP] clovis ca - seeking emergency medicine advanced providers become a valued member of your emergency team as an advanced provider you play a critical role in improving the level of care in the emergency department. at vituity we know the impact you can have. join the vituity team. at vituity our core values matter. we embody a culture of caring by approaching every human interaction with compassion and heart. with a servant leadership philosophy we focus on what we can accomplish when we put our patients and colleagues first. an ownership mentality means we all have mutual accountability to drive positive change for vituity as a whole. finally our focus on innovation enables all of us to re-imagine healthcare and ,0.8875,3906233236,practice administrator - emergency medicine - ascension borgess hospital [SEP] kalamazoo mi - seeking practice administrator everybody has a role to play in transforming healthcare as a practice administrator you play a critical role by providing direct business operations support to our medical directors site physician partners advanced providers and scribe when applicable employees. at vituity we know the impact you can have. join the vituity team. at vituity our core values matter. we embody a culture of caring by approaching every human interaction with compassion and heart. with a servant leadership philosophy we focus on what we can accomplish when we put our patients and colleagues first. an ownership mentality means we all have mutual accountability to drive positive change for vit,0.8782,3905372901,advanced provider - emergency medicine - community hospital of san bernardino [SEP] san bernardino ca - seeking emergency medicine advanced providers become a valued member of your emergency team as an advanced provider you play a critical role in improving the level of care in the emergency department. at vituity we know the impact you can have. join the vituity team. at vituity our core values matter. we embody a culture of caring by approaching every human interaction with compassion and heart. with a servant leadership philosophy we focus on what we can accomplish when we put our patients and colleagues first. an ownership mentality means we all have mutual accountability to drive positive change for vituity as a whole. finally our focus on innovation enables all of us to re-imagine he,0.8749,3906231302,practice administrator - emergency medicine - ascension borgess-pipp hospital [SEP] kalamazoo mi - seeking practice administrator everybody has a role to play in transforming healthcare as a practice administrator you play a critical role by providing direct business operations support to our medical directors site physician partners advanced providers and scribe when applicable employees. at vituity we know the impact you can have. join the vituity team. at vituity our core values matter. we embody a culture of caring by approaching every human interaction with compassion and heart. with a servant leadership philosophy we focus on what we can accomplish when we put our patients and colleagues first. an ownership mentality means we all have mutual accountability to drive positive change fo,0.8675,3905378270,physician assistant - emergency medicine - swedish edmonds hospital [SEP] edmonds wa - seeking emergency medicine advanced providers become a valued member of your emergency team as an advanced provider you play a critical role in improving the level of care in the emergency department. at vituity we know the impact you can have. join the vituity team. at vituity our core values matter. we embody a culture of caring by approaching every human interaction with compassion and heart. with a servant leadership philosophy we focus on what we can accomplish when we put our patients and colleagues first. an ownership mentality means we all have mutual accountability to drive positive change for vituity as a whole. finally our focus on innovation enables all of us to re-imagine healthcare and brin,0.8607,3.2,3.6,0.312,1.562,0.312,2.062,0.688,0.75,0.5,0.938,0.312,0.125,0.0,0.812,0.0,0.0,0.0,0.188,4.0,512.688
1124,16,mid,0.25,0.562,0.188,"regulatory, compliance, affairs, specialist, officer, analyst, operations, control, room, relations, director, avp",3904511157,regulatory relations associate director [SEP] we are currently partnered with a leading international bank seeking a highly skilled and experienced regulatory relations associate director to join their growing team. as a regulatory relations associate director you will play a critical role in managing and maintaining relationships with regulatory agencies particularly the office of the comptroller of the currency occ and the federal reserve board frb . you will work closely with internal stakeholders to ensure compliance with regulatory requirements and facilitate open communication between the bank and regulatory authorities. regulatory relations associate director responsibilities manage relationships with regulatory agencies particularly the occ and the frb.serve as primary contact for ,0.8221,3903896966,regulatory affairs associate [SEP] summary/job purpose responsible for managing and maintaining existing investigational new drug ind and clinical trial application cta submissions and preparing amendments in compliance with guidelines and regulations. coordinates compiles and tracks product applications to regulatory agencies. essential duties and responsibilities review clinical site regulatory documents to provide regulatory approval to ship investigational product.regulatory document archival into electronic systemtrack safety reports and coordinate submissions to us inds.assist project team regulatory representative in preparing routine ind submissions and ex us clinical trial applications tracking submission progress and archiving regulatory submissions and correspondence.manage port,0.7924,3905330489,regulatory affairs specialist [SEP] responsibilities responsibilities assist with formula reviews and approvals for compliance and associated data. assist with customer requested information regarding packaging products including declarations of compliance and testing data. assist with raw material reviews and updates. administer invoicing and payments required for regulatory activities. apply department policies and procedures applicable laws rules and regulations ensuring compliance with these areas. assist with developing and implementing regulatory affairs policies and procedures. respond to internal and external customer inquiries related to regulatory issues and develop/maintain positive relationships in the industry. handle multiple projects of varying complexity and timelines. qual,0.7908,3895547175,bank regulatory attorney [SEP] bank regulatory attorney/regulatory relations the bank regulatory attorney position is responsible for providing leadership advice and guidance on regulatory and legal matters to comerica and its management. this position will serve on a team of regulatory relations professionals who help manage comerica s relationships and interactions with its banking regulators e.g. federal reserve consumer financial protection bureau cfpb texas department of banking tdb and office of the comptroller of the currency occ and federal deposit insurance corporation fdic spanning day-to-day interactions continuous supervision and examinations. in addition the position will provide legal guidance to the organization on regulatory risk compliance and other legal matters involving,0.786,3905331309,regulatory affairs specialist [SEP] responsibilities responsibilities provide customer requested information regarding packaging products including declarations of compliance and maintenance of customer product regulatory spreadsheets. coordinate regulatory affairs matters with other departments locations and divisions. requires interface with the technical sales/marketing global packaging corporate regulatory affairs and it groups. administer and maintain formula code assignments. apply department policies and procedures applicable laws rules and regulations ensuring compliance with these areas. assist with developing and implementing regulatory affairs policies and procedures. respond to internal and external customer inquiries related to regulatory issues and develop/maintain positive r,0.7817,4.5,4.5,0.25,1.438,2.062,1.062,0.25,0.375,0.25,0.75,0.5,0.125,0.0,0.25,0.0,0.125,0.188,0.5,2.062,404.5
1109,16,junior,0.625,0.312,0.062,"training, instructional, assistant, instructor, specialist, program, manager, administrative, emr, field, coordinator, senior",3884802217,it associate emr training [SEP] the associate training specialist partners with principal trainers and other teams delilver training for new staff members at uva health. responsibilties include preparing curriculum necessary for training users across two lms systems workday and oracle working with team members on various training requests projects and upgrades and utilizing knowledge of the organization s clinical and revenue cycle business requirements epic application capabilities and technical skills to support epic training initiatives. collaborate with and support principal trainers with upgrades health system projects training instruction tip sheets and any additional training needs.play an active role in documenting workflows creating tip sheets and tracking changes that impact new ,0.8298,3887591894,senior instructional systems specialist [SEP] c2 seeks a senior instructional systems specialist to support the federal bureau of investigation located in washington dc fredericksburg va quantico va. summary the training division td requires support assigned to curriculum development within the td specifically the residential instructional design unit ridu instructor development unit idu creative media development unit cmdu training solutions and development unit tsdu evaluation assessment unit eau and leadership development unit ldu . the full-time support provided by the instructional systems design support staff will assist td to focus its efforts on defining its business processes to provide educationally sound support to all training programs broaden training services and develop meas,0.8176,3902829753,instructional assistant - health [SEP] please complete this application using your full legal name as it appears on your government issued forms of identification when you have time to go from start to finish. application details cannot be saved along the way and you must complete and submit the application in one sitting. if you leave your computer and return later you may time out. reminder current dcsd employees must apply through their district log-on this application is for external candidates only job posting title instructional assistant - health job description responsible for fundamental enrichment instruction in designated area and summary of student progress. develops and promotes good community relations among various community and school clientele. essential physical requireme,0.8174,3904728462,instructor [SEP] mission statement consolidated edison company of new york inc. con edison orange rockland utilities o r and consolidated edison transmission cet employees are required to follow health safety and environmental policies eeo standards of business conduct and all other applicable company policy and procedures. we all share a responsibility to advance the company s mission by excelling at our three corporate priorities - safety of our people and the public operational excellence in all that we do and ensuring the best possible customer experience. core responsibilities supervise and conduct training of employees contractors and customers in the skills required to perform their jobs.assist employees for possible career development.evaluate trainee performance for qualifications,0.8051,3905338199,field coordinator [SEP] responsibilities provide education career academic advisement and market/promote funds and programs recruit enroll case manage and coordinate document collection from prospective program participants prepare/process worker-trainer vendor schedules/payments and coordinate training classes register program participants monitor attendance collect paperwork and provide all required documents and forms to the appropriate staff/departments collect and analyze programs data perform quality control prior to processing and oversee program logistics develop and work with labor-management committees to identify training needs that meet the operational needs of healthcare institutions assist in the development implementation evaluation and oversight of worksite programs and pro,0.8028,5.167,5.5,0.375,2.188,3.0,1.25,0.625,0.562,0.375,0.625,0.375,0.188,0.0,0.375,0.0,0.25,0.188,0.688,3.5,522.625
